3700	0	0.980392156862745	0.112649637247087
3675	0	0.957142857142857	0.115673966268574
3650	0	0.953216374269006	0.104345294713799
3625	0	0.94078947368421	0.10960077997103
3600	0	0.918367346938775	0.109475121606522
3575	0	0.864516129032258	0.101977362016288
3550	0	0.826347305389221	0.0950637093186492
3500	0	0.65359477124183	0.0840471738155561
3450	0	0.470149253731343	0.0718201305561372
3400	0	0.302816901408451	0.0527093396584786
3350	0	0.148648648648649	0.0339659079270511
3300	0	0.0915492957746479	0.0265280305289109
3200	0	0.027027027027027	0.0136949110732306
